study_ID,temp_init,temp_regime,temp_range,treatment_name_study,mean_temp,min_temp,max_temp,DTR,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,LS_treat,LS_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,notes2,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,8,8,2 (SE),0.68,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,9.38,8,2 (SE),0.6,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,3.33,8,2 (SE),1.11,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,4.74,8,2 (SE),1.23,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,6.17,8,2 (SE),1.09,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,2.84,8,2 (SE),0.55,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,6.22,8,2 (SE),0.94,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,378.75,30,2 (SE),33.75,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,15,15,15,0,,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,435,30,2 (SE),25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,15,15,15,0,,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,487.5,30,2 (SE),22.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,20,20,20,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,526.25,30,2 (SE),26.25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,20,20,20,0,,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,567.5,30,2 (SE),22.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,20,20,20,0,,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,683.75,30,2 (SE),17.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,20,20,20,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,486.25,30,2 (SE),32.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,25,25,25,0,,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,542.5,30,2 (SE),27.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,25,25,25,0,,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,647.5,30,2 (SE),25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,25,25,25,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,377.5,30,2 (SE),20,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,467.5,30,2 (SE),17.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,547.5,30,2 (SE),40,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,650,30,2 (SE),30,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,740,30,2 (SE),45,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,737.5,30,2 (SE),36.25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,MO2 during time post feeding (0 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,85.26,8,2 (SE),7.14,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,MO2 during time post feeding (1 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,126.56,8,2 (SE),8.48,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,MO2 during time post feeding (2 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,112.94,8,2 (SE),15.18,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,MO2 during time post feeding (3 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,115.4,8,2 (SE),12.94,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,15,15,15,0,,,,51840,,MO2 during time post feeding (4 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,132.58,8,2 (SE),12.06,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,MO2 during time post feeding (0 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,134.81,8,2 (SE),12.49,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,MO2 during time post feeding (1 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,156.02,8,2 (SE),8.48,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,MO2 during time post feeding (2 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,192.85,8,2 (SE),8.03,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,MO2 during time post feeding (3 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,203.78,8,2 (SE),21.87,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,20,20,20,0,,,,51840,,MO2 during time post feeding (4 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,195.53,8,2 (SE),9.82,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,MO2 during time post feeding (0 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,177.67,8,2 (SE),16.08,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,MO2 during time post feeding (1 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,269.86,8,2 (SE),22.32,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,MO2 during time post feeding (2 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,245.98,8,2 (SE),9.82,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,MO2 during time post feeding (3 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,264.95,8,2 (SE),24.11,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,,25,25,25,0,,,,51840,,MO2 during time post feeding (4 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,227.67,8,2 (SE),10.71,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (0 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,66.96,8,2 (SE),9.82,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (1 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,100.22,8,2 (SE),12.06,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (2 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,93.3,8,2 (SE),9.82,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (3 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,94.41,8,2 (SE),11.61,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (4 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,113.39,8,2 (SE),9.82,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (0 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,169.64,8,2 (SE),5.81,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (1 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,228.79,8,2 (SE),13.39,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (2 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,267.41,8,2 (SE),14.28,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,,20,15,25,10,2,,,51840,,MO2 during time post feeding (3 hours),Postprandial oxygen consumption responses of Chinese bream acclimated at different temperatures and fed to satiation,mg kg-1 h-1,234.59,8,2 (SE),10.72,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721ç,East: 106.2761ç,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
