study_ID,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,DTR,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,LS_treat,LS_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Initial Mass,,g,6.56,30,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Initial Mass,,g,6.29,30,2 (SE),0.23,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Initial Mass,,g,6.54,30,2 (SE),0.2,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Initial Mass,,g,6.02,30,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Initial Length,,cm,7.16,30,2 (SE),0.08,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Initial Length,,cm,7.12,30,2 (SE),0.07,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Initial Length,,cm,7.21,30,2 (SE),0.07,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Initial Length,,cm,7.01,30,2 (SE),0.08,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Final Mass,,g,6.95,30,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Final Mass,,g,7.78,30,2 (SE),0.28,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Final Mass,,g,8.45,30,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Final Mass,,g,7.46,30,2 (SE),0.22,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Final Length,,cm,7.29,30,2 (SE),0.08,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Final Length,,cm,7.54,30,2 (SE),0.09,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Final Length,,cm,7.76,30,2 (SE),0.08,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Final Length,,cm,7.47,30,2 (SE),0.08,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Specific Growth Rate,,% d-1,0.2,30,2 (SE),0.03,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Specific Growth Rate,,% d-1,0.71,30,2 (SE),0.06,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Specific Growth Rate,,% d-1,0.87,30,2 (SE),0.11,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Specific Growth Rate,,% d-1,0.73,30,2 (SE),0.07,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Feeding Rate,,% body mass d-1,1.69,30,2 (SE),0.07,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Feeding Rate,,% body mass d-1,2.62,30,2 (SE),0.1,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Feeding Rate,,% body mass d-1,2.59,30,2 (SE),0.12,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Feeding Rate,,% body mass d-1,3.03,30,2 (SE),0.11,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,44640,44640,44640,Feeding Efficiency,,%,11.24,30,2 (SE),1.25,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,20,20,20,0,,,44640,44640,44640,Feeding Efficiency,,%,26.21,30,2 (SE),1.67,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,25,25,25,0,,,44640,44640,44640,Feeding Efficiency,,%,29.72,30,2 (SE),4.27,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,1,10,20,15,25,10,2,,44640,44640,44640,Feeding Efficiency,,%,24.41,30,2 (SE),2.32,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. The fish were acclimated for 30 days and then 24 hours of fasting before recording data (44640 minutes).,,
58,20 _ .5,0,10,15,15,15,0,,,,51840,,O2rest,O2 uptake before SDA,mg kg-1 h-1,88.6,8,2 (SE),4.9,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,20,20,20,0,,,,51840,,O2rest,O2 uptake before SDA,mg kg-1 h-1,133.2,8,2 (SE),9.3,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,25,25,25,0,,,,51840,,O2rest,O2 uptake before SDA,mg kg-1 h-1,178.5,8,2 (SE),15.4,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,O2rest,O2 uptake before SDA,mg kg-1 h-1,71.2,8,2 (SE),5.6,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,O2rest,O2 uptake before SDA,mg kg-1 h-1,170.1,8,2 (SE),6.6,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,15,15,15,0,,,,51840,,O2peak,Observed maximum O2 uptake rate during SDA,mg kg h-1,159.6,8,2 (SE),7.3,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,20,20,20,0,,,,51840,,O2peak,Observed maximum O2 uptake rate during SDA,mg kg h-1,239.6,8,2 (SE),14.1,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,25,25,25,0,,,,51840,,O2peak,Observed maximum O2 uptake rate during SDA,mg kg h-1,293.4,8,2 (SE),20.6,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,O2peak,Observed maximum O2 uptake rate during SDA,mg kg h-1,125.9,8,2 (SE),9.3,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,O2peak,Observed maximum O2 uptake rate during SDA,mg kg h-1,276.2,8,2 (SE),9.7,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,15,15,15,0,,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,7.88,8,2 (SE),0.72,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,20,20,20,0,,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,7,8,2 (SE),0.27,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,25,25,25,0,,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,7.38,8,2 (SE),0.91,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,8,8,2 (SE),0.68,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,Duration,time elaspsed between feeding and the return of MO2 to within the standard error of MO2rest of a given fish,h,9.38,8,2 (SE),0.6,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,15,15,15,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,3.33,8,2 (SE),1.11,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,20,20,20,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,4.74,8,2 (SE),1.23,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,25,25,25,0,,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,6.17,8,2 (SE),1.09,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,2.84,8,2 (SE),0.55,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,1,10,20,15,25,10,2,,,51840,,Specific Dynamic Action magnitude,total energy expenditure abover MO2rest during the duration of SDA,kJ kg-1,6.22,8,2 (SE),0.94,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time at certain temperatures the fish was tested in I put 51840 minutes (36 hours), 24 hr for acclimation, and 12 hr examination after anethesia.",,
58,20 _ .5,0,10,15,15,15,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,378.75,30,2 (SE),33.75,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,15,15,15,0,,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,435,30,2 (SE),25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,15,15,15,0,,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,487.5,30,2 (SE),22.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,526.25,30,2 (SE),26.25,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,MO2 during swimming speed of 56(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,567.5,30,2 (SE),22.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of the test. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,MO2 during swimming speed of 63(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,683.75,30,2 (SE),17.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,MO2 during swimming speed of 49(cm s-1),MO2 during the critical swimming performance,mg kg-1 h-1,486.25,30,2 (SE),32.5,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
