curve_id,study_id,temp_init,mean_temp,dtr,fluc_type,period_flux,trait,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,genus,species,ls_treat,body_size
145,rowe2021,23,31,6,1,24,days to hatching,days,48.8,8,0,2.3,0,1,Malaclemys,terrapin,0,2
145,rowe2021,23,34,0,1,24,days to hatching,days,44.5,8,0,3.5,0,1,Malaclemys,terrapin,0,2
145,rowe2021,23,34,6,1,24,days to hatching,days,49.7,8,0,3.2,0,1,Malaclemys,terrapin,0,2
148,rowe2021,23,31,0,1,24,hatchling straight carapace length,mm,30,8,0,0.8,0,1,Malaclemys,terrapin,0,2
148,rowe2021,23,31,6,1,24,hatchling straight carapace length,mm,30.2,8,0,1.4,0,1,Malaclemys,terrapin,0,2
148,rowe2021,23,34,0,1,24,hatchling straight carapace length,mm,27.6,8,0,1.4,0,1,Malaclemys,terrapin,0,2
148,rowe2021,23,34,6,1,24,hatchling straight carapace length,mm,29.5,8,0,0.6,0,1,Malaclemys,terrapin,0,2
149,rowe2021,23,31,0,1,24,hatchling straight carapace width,mm,26.5,8,0,0.8,0,1,Malaclemys,terrapin,0,2
149,rowe2021,23,31,6,1,24,hatchling straight carapace width,mm,26.3,8,0,1.4,0,1,Malaclemys,terrapin,0,2
149,rowe2021,23,34,0,1,24,hatchling straight carapace width,mm,23.7,8,0,1.9,0,1,Malaclemys,terrapin,0,2
149,rowe2021,23,34,6,1,24,hatchling straight carapace width,mm,25.1,8,0,0.9,0,1,Malaclemys,terrapin,0,2
150,rowe2021,23,31,0,1,24,hatchling wet weight,g,8.6,8,0,0.6,0,1,Malaclemys,terrapin,0,2
150,rowe2021,23,31,6,1,24,hatchling wet weight,g,8.8,8,0,0.9,0,1,Malaclemys,terrapin,0,2
150,rowe2021,23,34,0,1,24,hatchling wet weight,g,7.9,8,0,1.3,0,1,Malaclemys,terrapin,0,2
150,rowe2021,23,34,6,1,24,hatchling wet weight,g,8.7,8,0,0.8,0,1,Malaclemys,terrapin,0,2
153,rowe2021,23,31,0,1,24,yolk height,mm,2.7,8,0,1.8,0,1,Malaclemys,terrapin,0,2
153,rowe2021,23,31,6,1,24,yolk height,mm,3,8,0,1.6,0,1,Malaclemys,terrapin,0,2
153,rowe2021,23,34,0,1,24,yolk height,mm,4.3,8,0,4.2,0,1,Malaclemys,terrapin,0,2
153,rowe2021,23,34,6,1,24,yolk height,mm,3.2,8,0,1.6,0,1,Malaclemys,terrapin,0,2
152,rowe2021,23,31,0,1,24,yolk diameter,mm,6.6,8,0,1.4,0,1,Malaclemys,terrapin,0,2
152,rowe2021,23,31,6,1,24,yolk diameter,mm,7.2,8,0,1.2,0,1,Malaclemys,terrapin,0,2
152,rowe2021,23,34,0,1,24,yolk diameter,mm,7.8,8,0,2.9,0,1,Malaclemys,terrapin,0,2
152,rowe2021,23,34,6,1,24,yolk diameter,mm,6.7,8,0,2,0,1,Malaclemys,terrapin,0,2
161,salinas2019,25,23.5,0,1,24,length,mm,31.2397222,14,0,1.45833333,1,0,Pimephales,promelas,2,1
161,salinas2019,25,23.5,3,1,24,length,mm,31.1008333,20,0,1.5625,1,0,Pimephales,promelas,2,1
161,salinas2019,25,25,0,1,24,length,mm,28.5902778,14,0,1.31944444,1,0,Pimephales,promelas,2,1
161,salinas2019,25,25,6,1,24,length,mm,27.6875,20,0,1.66666667,1,0,Pimephales,promelas,2,1
161,salinas2019,25,28.5,0,1,24,length,mm,27.5938889,14,0,2.77777778,1,0,Pimephales,promelas,2,1
161,salinas2019,25,28.5,12,1,24,length,mm,23.2916667,20,0,1.77069444,1,0,Pimephales,promelas,2,1
154,salinas2019,36,23.5,0,1,24,CTmax,C,35.56,14,0,1.19,1,0,Pimephales,promelas,2,1
154,salinas2019,36,23.5,3,1,24,CTmax,C,36.12,20,0,0.36,1,0,Pimephales,promelas,2,1
154,salinas2019,37.5,25,0,1,24,CTmax,C,37.12,14,0,0.44,1,0,Pimephales,promelas,2,1
154,salinas2019,37.5,25,6,1,24,CTmax,C,38.4,20,0,0.35,1,0,Pimephales,promelas,2,1
154,salinas2019,39.5,28.5,0,1,24,CTmax,C,39.36,14,0,0.28,1,0,Pimephales,promelas,2,1
154,salinas2019,39.5,28.5,12,1,24,CTmax,C,39.72,20,0,0.22,1,0,Pimephales,promelas,2,1
160,salinas2019,25,23.5,0,1,24,eye diameter,mm,3.04078483,14,0,0.33035714,1,0,Pimephales,promelas,2,1
160,salinas2019,25,23.5,3,1,24,eye diameter,mm,3.20742001,20,0,0.20535714,1,0,Pimephales,promelas,2,1
160,salinas2019,25,25,0,1,24,eye diameter,mm,3.21844293,14,0,0.16071429,1,0,Pimephales,promelas,2,1
160,salinas2019,25,25,6,1,24,eye diameter,mm,3.13514109,20,0,0.20833333,1,0,Pimephales,promelas,2,1
160,salinas2019,25,28.5,0,1,24,eye diameter,mm,3.13898337,14,0,0.1577381,1,0,Pimephales,promelas,2,1
160,salinas2019,25,28.5,12,1,24,eye diameter,mm,2.99644117,20,0,0.11309524,1,0,Pimephales,promelas,2,1
164,salinas2019,25,23.5,0,1,24,pelvic fin length,mm,3.42363489,14,0,1.83639897,1,0,Pimephales,promelas,2,1
164,salinas2019,25,23.5,3,1,24,pelvic fin length,mm,5.3509447,20,0,0.38182553,1,0,Pimephales,promelas,2,1
164,salinas2019,25,25,0,1,24,pelvic fin length,mm,5.247239,14,0,0.54546504,1,0,Pimephales,promelas,2,1
164,salinas2019,25,25,6,1,24,pelvic fin length,mm,5.02905299,20,0,0.5091007,1,0,Pimephales,promelas,2,1
164,salinas2019,25,28.5,0,1,24,pelvic fin length,mm,5.62358102,14,0,0.4000077,1,0,Pimephales,promelas,2,1
164,salinas2019,25,28.5,12,1,24,pelvic fin length,mm,5.29457036,20,0,0.36364336,1,0,Pimephales,promelas,2,1
162,salinas2019,25,23.5,0,1,24,pectoral fin length,mm,6.17636364,14,0,0.28,1,0,Pimephales,promelas,2,1
162,salinas2019,25,23.5,3,1,24,pectoral fin length,mm,6.72363636,20,0,0.30545455,1,0,Pimephales,promelas,2,1
162,salinas2019,25,25,0,1,24,pectoral fin length,mm,6.11272727,14,0,0.40090909,1,0,Pimephales,promelas,2,1
162,salinas2019,25,25,6,1,24,pectoral fin length,mm,6.07454546,20,0,0.37545455,1,0,Pimephales,promelas,2,1
162,salinas2019,25,28.5,0,1,24,pectoral fin length,mm,6.86363636,14,0,0.40727273,1,0,Pimephales,promelas,2,1
162,salinas2019,25,28.5,12,1,24,pectoral fin length,mm,6.63454546,20,0,0.39454546,1,0,Pimephales,promelas,2,1
165,salinas2019,25,23.5,0,1,24,pelvic fin rays,count,5,14,0,2.58695652,1,0,Pimephales,promelas,2,1
165,salinas2019,25,23.5,3,1,24,pelvic fin rays,count,7.13043478,20,0,0.35507246,1,0,Pimephales,promelas,2,1
165,salinas2019,25,25,0,1,24,pelvic fin rays,count,7.07971014,14,0,0.35507246,1,0,Pimephales,promelas,2,1
165,salinas2019,25,25,6,1,24,pelvic fin rays,count,7.43478261,20,0,0.27898551,1,0,Pimephales,promelas,2,1
165,salinas2019,25,28.5,0,1,24,pelvic fin rays,count,7.38405797,14,0,0.35507246,1,0,Pimephales,promelas,2,1
165,salinas2019,25,28.5,12,1,24,pelvic fin rays,count,7.23188406,20,0,0.35507246,1,0,Pimephales,promelas,2,1
163,salinas2019,25,23.5,0,1,24,pectoral fin rays,count,10.7028986,14,0,1.6865942,1,0,Pimephales,promelas,2,1
163,salinas2019,25,23.5,3,1,24,pectoral fin rays,count,11.615942,20,0,0.84963768,1,0,Pimephales,promelas,2,1
163,salinas2019,25,25,0,1,24,pectoral fin rays,count,11.7427536,14,0,0.97644928,1,0,Pimephales,promelas,2,1
163,salinas2019,25,25,6,1,24,pectoral fin rays,count,12.5797101,20,0,0.96376812,1,0,Pimephales,promelas,2,1
163,salinas2019,25,28.5,0,1,24,pectoral fin rays,count,10.7282609,14,0,1.01449275,1,0,Pimephales,promelas,2,1
163,salinas2019,25,28.5,12,1,24,pectoral fin rays,count,12.3007246,20,0,0.82427536,1,0,Pimephales,promelas,2,1
155,salinas2019,25,23.5,0,1,24,FA eye diameter difference,mm,0.21449275,14,0,0.13043478,1,0,Pimephales,promelas,2,1
155,salinas2019,25,23.5,3,1,24,FA eye diameter difference,mm,0.22028986,20,0,0.0942029,1,0,Pimephales,promelas,2,1
155,salinas2019,25,25,0,1,24,FA eye diameter difference,mm,0.26666667,14,0,0.14347826,1,0,Pimephales,promelas,2,1
155,salinas2019,25,25,6,1,24,FA eye diameter difference,mm,0.29565217,20,0,0.11304348,1,0,Pimephales,promelas,2,1
155,salinas2019,25,28.5,0,1,24,FA eye diameter difference,mm,0.27826087,14,0,0.10724638,1,0,Pimephales,promelas,2,1
155,salinas2019,25,28.5,12,1,24,FA eye diameter difference,mm,0.22318841,20,0,0.09275362,1,0,Pimephales,promelas,2,1
158,salinas2019,25,23.5,0,1,24,FA pelvic fin length difference,mm,0.14909091,14,0,0.09163636,1,0,Pimephales,promelas,2,1
158,salinas2019,25,23.5,3,1,24,FA pelvic fin length difference,mm,0.60290909,20,0,0.216,1,0,Pimephales,promelas,2,1
158,salinas2019,25,25,0,1,24,FA pelvic fin length difference,mm,0.23636364,14,0,0.07854546,1,0,Pimephales,promelas,2,1
158,salinas2019,25,25,6,1,24,FA pelvic fin length difference,mm,0.64218182,20,0,0.30109091,1,0,Pimephales,promelas,2,1
158,salinas2019,25,28.5,0,1,24,FA pelvic fin length difference,mm,0.20581818,14,0,0.06763636,1,0,Pimephales,promelas,2,1
158,salinas2019,25,28.5,12,1,24,FA pelvic fin length difference,mm,0.40654546,20,0,0.144,1,0,Pimephales,promelas,2,1
156,salinas2019,25,23.5,0,1,24,FA pectoral fin length difference,mm,0.24275362,14,0,0.21557971,1,0,Pimephales,promelas,2,1
156,salinas2019,25,23.5,3,1,24,FA pectoral fin length difference,mm,0.45652174,20,0,0.18478261,1,0,Pimephales,promelas,2,1
156,salinas2019,25,25,0,1,24,FA pectoral fin length difference,mm,0.50362319,14,0,0.14130435,1,0,Pimephales,promelas,2,1
156,salinas2019,25,25,6,1,24,FA pectoral fin length difference,mm,0.44565217,20,0,0.24818841,1,0,Pimephales,promelas,2,1
156,salinas2019,25,28.5,0,1,24,FA pectoral fin length difference,mm,0.27898551,14,0,0.09963768,1,0,Pimephales,promelas,2,1
156,salinas2019,25,28.5,12,1,24,FA pectoral fin length difference,mm,0.57608696,20,0,0.33695652,1,0,Pimephales,promelas,2,1
159,salinas2019,25,23.5,0,1,24,FA pelvic fin rays,difference count,0.2826087,14,0,0.35869565,1,0,Pimephales,promelas,2,1
159,salinas2019,25,23.5,3,1,24,FA pelvic fin rays,difference count,0.27173913,20,0,0.29347826,1,0,Pimephales,promelas,2,1
159,salinas2019,25,25,0,1,24,FA pelvic fin rays,difference count,0.5,14,0,0.31521739,1,0,Pimephales,promelas,2,1
159,salinas2019,25,25,6,1,24,FA pelvic fin rays,difference count,0.57608696,20,0,0.39130435,1,0,Pimephales,promelas,2,1
159,salinas2019,25,28.5,0,1,24,FA pelvic fin rays,difference count,0.54347826,14,0,0.31521739,1,0,Pimephales,promelas,2,1
159,salinas2019,25,28.5,12,1,24,FA pelvic fin rays,difference count,0.77173913,20,0,0.32608696,1,0,Pimephales,promelas,2,1
157,salinas2019,25,23.5,0,1,24,FA pectoral fin rays,difference count,1.14181818,14,0,0.51545455,1,0,Pimephales,promelas,2,1
157,salinas2019,25,23.5,3,1,24,FA pectoral fin rays,difference count,1.53636364,20,0,0.7,1,0,Pimephales,promelas,2,1
157,salinas2019,25,25,0,1,24,FA pectoral fin rays,difference count,0.69636364,14,0,0.30545455,1,0,Pimephales,promelas,2,1
157,salinas2019,25,25,6,1,24,FA pectoral fin rays,difference count,1.49818182,20,0,1.09454546,1,0,Pimephales,promelas,2,1
157,salinas2019,25,28.5,0,1,24,FA pectoral fin rays,difference count,0.9,14,0,0.50909091,1,0,Pimephales,promelas,2,1
157,salinas2019,25,28.5,12,1,24,FA pectoral fin rays,difference count,0.76,20,0,0.24181818,1,0,Pimephales,promelas,2,1
97,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.46404959,400,2,0.51239669,1,0,Drosophila,bipectinata,1,1
97,maneti2021,25,25,5,1,24,egg to adult viability,proportion,-0.0665289,400,2,0.47933884,1,0,Drosophila,bipectinata,1,1
97,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.46404959,400,2,0.51239669,1,0,Drosophila,bipectinata,1,1
97,maneti2021,25,25,10,1,24,egg to adult viability,proportion,-0.1954545,400,2,0.39669422,1,0,Drosophila,bipectinata,1,1
98,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.29508197,400,2,0.42622951,1,0,Drosophila,buzzati,1,1
98,maneti2021,25,25,5,1,24,egg to adult viability,proportion,0.06557377,400,2,0.37704918,1,0,Drosophila,buzzati,1,1
98,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.29508197,400,2,0.42622951,1,0,Drosophila,buzzati,1,1
98,maneti2021,25,25,10,1,24,egg to adult viability,proportion,0.26229508,400,2,0.52459016,1,0,Drosophila,buzzati,1,1
99,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.5397541,400,2,0.19672131,1,0,Drosophila,immigrans,1,1
99,maneti2021,25,25,5,1,24,egg to adult viability,proportion,0.6397541,400,2,0.21311475,1,0,Drosophila,immigrans,1,1
99,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.5397541,400,2,0.19672131,1,0,Drosophila,immigrans,1,1
99,maneti2021,25,25,10,1,24,egg to adult viability,proportion,-0.4127049,400,2,0.27868853,1,0,Drosophila,immigrans,1,1
100,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.18181818,400,2,0.44628099,1,0,Drosophila,melanogaster,1,1
100,maneti2021,25,25,5,1,24,egg to adult viability,proportion,0.21487603,400,2,0.46280992,1,0,Drosophila,melanogaster,1,1
100,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.18181818,400,2,0.44628099,1,0,Drosophila,melanogaster,1,1
100,maneti2021,25,25,10,1,24,egg to adult viability,proportion,0.04958678,400,2,0.26446281,1,0,Drosophila,melanogaster,1,1
101,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.39793388,400,2,0.38016529,1,0,Drosophila,mojavensis,1,1
101,maneti2021,25,25,5,1,24,egg to adult viability,proportion,0.09876033,400,2,0.44628099,1,0,Drosophila,mojavensis,1,1
101,maneti2021,25,25,0,1,24,egg to adult viability,proportion,0.39793388,400,2,0.38016529,1,0,Drosophila,mojavensis,1,1
101,maneti2021,25,25,10,1,24,egg to adult viability,proportion,0.03595041,400,2,0.56198347,1,0,Drosophila,mojavensis,1,1
92,maneti2021,25,25,0,1,24,developmental time,days,8.01923859,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,5,1,24,developmental time,days,7.70898252,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,0,1,24,developmental time,days,8.01923859,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,10,1,24,developmental time,days,9.15187644,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,0,1,24,developmental time,days,7.38111367,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,5,1,24,developmental time,days,7.23208237,400,2,0.40983607,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,0,1,24,developmental time,days,7.38111367,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
92,maneti2021,25,25,10,1,24,developmental time,days,8.51104186,400,2,0.49180328,1,0,Drosophila,bipectinata,1,1
93,maneti2021,25,25,0,1,24,developmental time,days,12.6829268,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,5,1,24,developmental time,days,13.0081301,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,0,1,24,developmental time,days,12.6829268,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,10,1,24,developmental time,days,13.3333333,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,0,1,24,developmental time,days,12.3577236,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,5,1,24,developmental time,days,12.8455285,400,2,0.48780488,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,0,1,24,developmental time,days,12.3577236,400,2,0.6504065,1,0,Drosophila,buzzati,1,1
93,maneti2021,25,25,10,1,24,developmental time,days,13.1707317,400,2,0.48780488,1,0,Drosophila,buzzati,1,1
94,maneti2021,25,25,0,1,24,developmental time,days,10.6557377,400,2,0.49180328,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,5,1,24,developmental time,days,10.8196721,400,2,0.65573771,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,0,1,24,developmental time,days,10.6557377,400,2,0.49180328,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,10,1,24,developmental time,days,14.0983607,400,2,0.57377049,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,0,1,24,developmental time,days,10.4918033,400,2,0.57377049,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,5,1,24,developmental time,days,10.9836066,400,2,0.49180328,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,0,1,24,developmental time,days,10.4918033,400,2,0.57377049,1,0,Drosophila,immigrans,1,1
94,maneti2021,25,25,10,1,24,developmental time,days,14.0983607,400,2,0.57377049,1,0,Drosophila,immigrans,1,1
95,maneti2021,25,25,0,1,24,developmental time,days,9.43089431,400,2,0.40650407,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,5,1,24,developmental time,days,9.26829268,400,2,0.48780488,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,0,1,24,developmental time,days,9.43089431,400,2,0.40650407,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,10,1,24,developmental time,days,10.2439024,400,2,0.48780488,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,0,1,24,developmental time,days,9.10569106,400,2,0.6504065,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,5,1,24,developmental time,days,9.26829268,400,2,0.48780488,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,0,1,24,developmental time,days,9.10569106,400,2,0.6504065,1,0,Drosophila,melanogaster,1,1
95,maneti2021,25,25,10,1,24,developmental time,days,10.2439024,400,2,0.48780488,1,0,Drosophila,melanogaster,1,1
96,maneti2021,25,25,0,1,24,developmental time,days,12.7868853,400,2,0.98360656,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,5,1,24,developmental time,days,12.5409836,400,2,0.73770492,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,0,1,24,developmental time,days,12.7868853,400,2,0.98360656,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,10,1,24,developmental time,days,13.2786885,400,2,0.98360656,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,0,1,24,developmental time,days,12.7868853,400,2,0.73770492,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,5,1,24,developmental time,days,12.5409836,400,2,0.73770492,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,0,1,24,developmental time,days,12.7868853,400,2,0.73770492,1,0,Drosophila,mojavensis,1,1
96,maneti2021,25,25,10,1,24,developmental time,days,13.2786885,400,2,0.98360656,1,0,Drosophila,mojavensis,1,1
107,maneti2021,25,25,0,1,24,wing size,unitless?,-0.9752066,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,5,1,24,wing size,unitless?,-0.9752066,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,0,1,24,wing size,unitless?,-0.9752066,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,10,1,24,wing size,unitless?,-0.7107438,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,0,1,24,wing size,unitless?,0.61157025,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,5,1,24,wing size,unitless?,0.67768595,60,2,0.13223141,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,0,1,24,wing size,unitless?,0.61157025,60,2,0.11570248,1,0,Drosophila,bipectinata,1,1
107,maneti2021,25,25,10,1,24,wing size,unitless?,0.87603306,60,2,0.13223141,1,0,Drosophila,bipectinata,1,1
108,maneti2021,25,25,0,1,24,wing size,unitless?,-0.6115702,60,2,0.09917355,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,5,1,24,wing size,unitless?,-0.6115702,60,2,0.09917355,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,0,1,24,wing size,unitless?,-0.6115702,60,2,0.09917355,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,10,1,24,wing size,unitless?,-0.5785124,60,2,0.11570248,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,0,1,24,wing size,unitless?,0.54545455,60,2,0.13223141,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,5,1,24,wing size,unitless?,0.5785124,60,2,0.09917355,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,0,1,24,wing size,unitless?,0.54545455,60,2,0.13223141,1,0,Drosophila,buzzati,1,1
108,maneti2021,25,25,10,1,24,wing size,unitless?,0.54545455,60,2,0.13223141,1,0,Drosophila,buzzati,1,1
110,maneti2021,25,25,0,1,24,wing size,unitless?,-0.6956039,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,5,1,24,wing size,unitless?,-0.8261685,60,2,0.13223141,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,0,1,24,wing size,unitless?,-0.6956039,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,10,1,24,wing size,unitless?,-0.8956178,60,2,0.11570248,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,0,1,24,wing size,unitless?,0.67782485,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,5,1,24,wing size,unitless?,0.54726023,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,0,1,24,wing size,unitless?,0.67782485,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
110,maneti2021,25,25,10,1,24,wing size,unitless?,0.57698451,60,2,0.09917355,1,0,Drosophila,melanogaster,1,1
109,maneti2021,25,25,0,1,24,wing size,unitless?,-0.8099174,60,2,0.11570248,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,5,1,24,wing size,unitless?,-1.0082645,60,2,0.11570248,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,0,1,24,wing size,unitless?,-0.8099174,60,2,0.11570248,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,10,1,24,wing size,unitless?,-1.4380165,60,2,0.13223141,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,0,1,24,wing size,unitless?,0.38016529,60,2,0.09917355,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,5,1,24,wing size,unitless?,0.04958678,60,2,0.13223141,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,0,1,24,wing size,unitless?,0.38016529,60,2,0.09917355,1,0,Drosophila,immigrans,1,1
109,maneti2021,25,25,10,1,24,wing size,unitless?,-0.446281,60,2,0.13223141,1,0,Drosophila,immigrans,1,1
111,maneti2021,25,25,0,1,24,wing size,unitless?,-0.3333333,60,2,0.11570248,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,5,1,24,wing size,unitless?,-0.6,60,2,0.1,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,0,1,24,wing size,unitless?,-0.3333333,60,2,0.11570248,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,10,1,24,wing size,unitless?,-0.6333333,60,2,0.1,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,0,1,24,wing size,unitless?,0.8,60,2,0.11666667,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,5,1,24,wing size,unitless?,0.56666667,60,2,0.1,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,0,1,24,wing size,unitless?,0.8,60,2,0.11666667,1,0,Drosophila,mojavensis,1,1
111,maneti2021,25,25,10,1,24,wing size,unitless?,0.56666667,60,2,0.11666667,1,0,Drosophila,mojavensis,1,1
102,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.368,60,2,0.13333333,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,0.688,60,2,0.224,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.368,60,2,0.13333333,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,0.592,60,2,0.24,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.848,60,2,0.192,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,-0.464,60,2,0.16,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.848,60,2,0.192,1,0,Drosophila,bipectinata,1,1
102,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,-0.72,60,2,0.272,1,0,Drosophila,bipectinata,1,1
103,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.016,60,2,0.224,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,0.336,60,2,0.192,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.016,60,2,0.224,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,0.592,60,2,0.24,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.72,60,2,0.288,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,-0.464,60,2,0.256,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.72,60,2,0.288,1,0,Drosophila,buzzati,1,1
103,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,-0.08,60,2,0.256,1,0,Drosophila,buzzati,1,1
105,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.528,60,2,0.32,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,0.496,60,2,0.208,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.528,60,2,0.32,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,1.616,60,2,0.208,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.752,60,2,0.384,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,5,1,24,wing aspect ratio,unitless?,-0.432,60,2,0.192,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,-0.752,60,2,0.384,1,0,Drosophila,melanogaster,1,1
105,maneti2021,25,25,10,1,24,wing aspect ratio,unitless?,0.464,60,2,0.224,1,0,Drosophila,melanogaster,1,1
104,maneti2021,25,25,0,1,24,wing aspect ratio,unitless?,0.6984127,60,2,0.48,1,0,Drosophila,immigrans,1,1
